county_name,municipality_name,property_location,deed_date,Year,Quarter, sale_price ,Price_Range,sale_assessment,Sale_Range,residential,Treated,Time,Interaction,Time_Placebo,Interaction_Placebo
ATLANTIC,Longport Borough,2700 ATLANTIC AV 715,12/17/12,2012,2012-Q4,1,0,610000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,103 SO 28TH AVE.,12/14/12,2012,2012-Q4,1,0,1953800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,110 SO 29TH AVE.,12/27/12,2012,2012-Q4,1,0,6079900,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,2803 ATLANTIC AVE,12/28/12,2012,2012-Q4,780000,1,782700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,8 SO PELHAM AVE,12/10/12,2012,2012-Q4,1,0,681400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,2933 SUNSET AVE,10/11/12,2012,2012-Q4,1,0,2143500,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,102 SO 31ST AVE,12/26/12,2012,2012-Q4,10,0,1508100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,100 SO WOODCREST AVE,11/12/12,2012,2012-Q4,1550000,1,1240600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,3108 PACIFIC AVE,12/27/12,2012,2012-Q4,1,0,684100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,3 SO WOODCREST AVE,12/31/12,2012,2012-Q4,1,0,814800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,7 NO 32ND AVE,11/20/12,2012,2012-Q4,1150000,1,1121500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,3215 MONMOUTH AVE,11/14/12,2012,2012-Q4,1,0,625600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,26 SO 34TH AVE,12/11/12,2012,2012-Q4,1,0,848300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,7 SO COLGATE AV,10/25/12,2012,2012-Q4,675000,1,587400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,116 NO COLGATE AVE,12/17/12,2012,2012-Q4,400000,1,393400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,105 SO 36TH AV,12/17/12,2012,2012-Q4,1,0,4080100,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Longport Borough,29 SO 34TH AVE,12/19/12,2012,2012-Q4,1555000,1,1026900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Corbin City,436 HARDING LANE,12/13/12,2012,2012-Q4,1,0,35400,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Corbin City,209 MAIN STREET,11/1/12,2012,2012-Q4,116512,1,112700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1 & 3 E OCEAN AVE,12/27/12,2012,2012-Q4,290000,1,193000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,7 SCHOOLHOUSE DR,12/20/12,2012,2012-Q4,1,0,134400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,8 EDGEWOOD DR,11/27/12,2012,2012-Q4,1,0,173800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,202 EXTON RD,12/26/12,2012,2012-Q4,1,0,88200,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,338 SHORE RD,10/11/12,2012,2012-Q4,1,0,95000,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,7 NORTHVIEW DR,12/13/12,2012,2012-Q4,1,0,132000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,821 MASSACHUSETTS AVE,10/5/12,2012,2012-Q4,191000,1,99700,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1007 HARBOUR COVE,10/24/12,2012,2012-Q4,390000,1,173500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1109 HARBOUR COVE,11/21/12,2012,2012-Q4,1,0,173500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1110 HARBOUR COVE,11/21/12,2012,2012-Q4,1,0,255000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,520 FIFTH ST,11/9/12,2012,2012-Q4,216000,1,101100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,3 YALE BLVD,10/23/12,2012,2012-Q4,1,0,134300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1607 HARBOUR COVE SOUTH,10/19/12,2012,2012-Q4,285000,1,184000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,1710 HARBOUR COVE SOUTH,11/2/12,2012,2012-Q4,342500,1,173600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,654 SIXTH ST,12/13/12,2012,2012-Q4,1,0,76300,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,135 JORDAN RD,11/19/12,2012,2012-Q4,135000,1,93100,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,4 HADDON RD,10/12/12,2012,2012-Q4,135000,1,100700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,905 PENNSYLVANIA AVE,10/25/12,2012,2012-Q4,195000,1,88200,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,211 BALA DR,12/28/12,2012,2012-Q4,187500,1,100600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,37 E NEW JERSEY AVE,11/7/12,2012,2012-Q4,1,0,98600,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,726 FIRST ST,11/12/12,2012,2012-Q4,1,0,108000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,323 W NEW JERSEY AVE,12/14/12,2012,2012-Q4,234000,1,124700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,15 MERION DR,12/3/12,2012,2012-Q4,200000,1,127900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,87 W LAUREL DR,12/10/12,2012,2012-Q4,139000,1,107900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,833 BAY AVE,12/14/12,2012,2012-Q4,285000,1,162100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,15 LAUREL DR SOUTH,10/13/12,2012,2012-Q4,1,0,138400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Somers Point,12 WISTERIA WALK,11/30/12,2012,2012-Q4,118500,1,105700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,109 S ARGYLE AVE,11/6/12,2012,2012-Q4,1,0,2902800,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,110 S ANDOVER AVE,12/27/12,2012,2012-Q4,1,0,2894100,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,109 S DOUGLAS AVE,12/31/12,2012,2012-Q4,1,0,3051800,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,114 S ESSEX AVE,12/10/12,2012,2012-Q4,0,0,1883900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,106 S EXETER AVE,11/29/12,2012,2012-Q4,1,0,945300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,103 S KNIGHT AVE,12/7/12,2012,2012-Q4,1,0,1043000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,109 S KNIGHT AVE,12/28/12,2012,2012-Q4,1200000,1,1163500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,112 S KNIGHT AVE,12/10/12,2012,2012-Q4,1,0,2594200,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,113 S LANCASTER AVE,10/26/12,2012,2012-Q4,1450000,1,1202300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,114 S KENYON AVE,10/15/12,2012,2012-Q4,2200000,0,2202200,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,115 S QUINCY AVE,11/29/12,2012,2012-Q4,1,0,2255100,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,103 S UNION AVE,11/19/12,2012,2012-Q4,1,0,1231200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,110 S VENDOME AVE,12/23/12,2012,2012-Q4,10,0,2443700,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9010 ATLANTIC AVE,11/30/12,2012,2012-Q4,1,0,175000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9100 BEACH,10/17/12,2012,2012-Q4,258500,1,349100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9100 BEACH,12/24/12,2012,2012-Q4,1,0,617000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9100 BEACH,11/8/12,2012,2012-Q4,387000,1,415200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9300 ATLANTIC AVE,11/15/12,2012,2012-Q4,212000,1,220100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9300 ATLANTIC AVE,10/12/12,2012,2012-Q4,230000,1,198200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9400 ATLANTIC AVE,10/26/12,2012,2012-Q4,1,0,205400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9400 ATLANTIC AVE,11/30/12,2012,2012-Q4,160000,1,213900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9600 ATLANTIC AVE,11/8/12,2012,2012-Q4,435000,1,391900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9600 ATLANTIC AVE,12/7/12,2012,2012-Q4,469000,1,320700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9600 ATLANTIC AVE,11/20/12,2012,2012-Q4,376000,1,424100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9600 ATLANTIC AVE,11/19/12,2012,2012-Q4,295000,1,335700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9600 ATLANTIC AVE,11/12/12,2012,2012-Q4,1,0,509500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9601 ATLANTIC AVE,12/6/12,2012,2012-Q4,1,0,156600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9716 ATLANTIC AVE,10/1/12,2012,2012-Q4,1,0,816400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,101 S COOLIDGE AVE,12/21/12,2012,2012-Q4,150000,1,175500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,11 S ARGYLE AVE,10/5/12,2012,2012-Q4,1,0,231900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7701 ATLANTIC AVE,12/20/12,2012,2012-Q4,10,0,368900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,21 S FRANKLIN AVE,12/13/12,2012,2012-Q4,550000,1,475300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,12 S HAVERFORD AVE,12/17/12,2012,2012-Q4,1,0,746100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,11 S KENYON AVE,11/9/12,2012,2012-Q4,1,0,379200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7 S KENYON AVE,12/17/12,2012,2012-Q4,1076000,1,589400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8605 ATLANTIC AVE,10/8/12,2012,2012-Q4,1,0,814700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8707 ATLANTIC AVE,10/15/12,2012,2012-Q4,990000,1,893100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,14 S RUMSON AVE,10/16/12,2012,2012-Q4,1700000,1,1184400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,6 S CEDAR GROVE AVE,12/14/12,2012,2012-Q4,1,0,791400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9211 ATLANTIC AVE,11/5/12,2012,2012-Q4,345000,1,273100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9307 PACIFIC AVE,10/25/12,2012,2012-Q4,605000,1,589000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9415-19 PACIFIC AVE,10/26/12,2012,2012-Q4,153500,1,140500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9 S JEFFERSON AVE,11/30/12,2012,2012-Q4,0,0,373100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,18 S COOLIDGE AVE,11/20/12,2012,2012-Q4,475000,1,301600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,34 N CLARENDON AVE,10/12/12,2012,2012-Q4,875000,1,623200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,6 N CLARENDON AVE,11/23/12,2012,2012-Q4,604000,1,408400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,33 N GLADSTONE AVE,12/18/12,2012,2012-Q4,0,0,452800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8201 VENTNOR AVE,12/14/12,2012,2012-Q4,675000,1,625900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7 N JEROME AVE,12/4/12,2012,2012-Q4,1,0,319300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8515 VENTNOR AVE,12/4/12,2012,2012-Q4,1625000,1,1224200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7 N NASSAU AVE,10/19/12,2012,2012-Q4,995000,1,861900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,16 N QUINCY AVE,12/18/12,2012,2012-Q4,1,0,515600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,4 N QUINCY AVE,12/21/12,2012,2012-Q4,1,0,713900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8801 VENTNOR AVE,12/21/12,2012,2012-Q4,1,0,1311600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,23 N ADAMS AVE,11/28/12,2012,2012-Q4,1,0,474200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,25 N MADISON AVE,11/30/12,2012,2012-Q4,1,0,284300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,104 N FREDERICKSBURG AVE,11/27/12,2012,2012-Q4,1,0,407800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,114 N BARCLAY AVE,11/12/12,2012,2012-Q4,475000,1,395300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,112 N EXETER AVE,10/26/12,2012,2012-Q4,1,0,396100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,111 N GRANVILLE AVE,12/4/12,2012,2012-Q4,215000,1,196800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,107 N KENYON AVE,10/27/12,2012,2012-Q4,310000,1,250100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,121 N KENYON AVE,12/26/12,2012,2012-Q4,825000,1,443500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,104 N LANCASTER AVE,12/14/12,2012,2012-Q4,400000,1,417600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8601 WINCHESTER AVE,12/14/12,2012,2012-Q4,600000,1,456200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,119 N HARDING AVE,12/20/12,2012,2012-Q4,1,0,319700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9200 MONMOUTH AVE,10/3/12,2012,2012-Q4,331500,1,451700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,111 N ADAMS AVE,10/5/12,2012,2012-Q4,560000,1,436200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,211 N MANSFIELD AVE,12/17/12,2012,2012-Q4,1,0,292300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,209 N MANSFIELD AVE,12/17/12,2012,2012-Q4,1,0,250200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,205 N MANSFIELD AVE,12/17/12,2012,2012-Q4,1,0,349900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,206 N DECATUR AVE,12/26/12,2012,2012-Q4,1,0,303800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9311 MONMOUTH AVE,12/14/12,2012,2012-Q4,389000,1,371200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9510 AMHERST AVE,10/25/12,2012,2012-Q4,165000,1,170100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9510 AMHERST AVE,11/30/12,2012,2012-Q4,160000,1,170100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9500-06 AMHERST AVE,11/16/12,2012,2012-Q4,140000,1,173100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,9710 AMHERST AVE,12/27/12,2012,2012-Q4,590000,1,581500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,219 N BELMONT DR,12/6/12,2012,2012-Q4,1,0,435200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,215 N BRUNSWICK DR,12/31/12,2012,2012-Q4,1,0,336700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,213 N CLARENDON AVE,11/16/12,2012,2012-Q4,433500,1,348500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,305 N ESSEX AVE,11/16/12,2012,2012-Q4,275000,1,395300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,305 N NASSAU AVE,10/11/12,2012,2012-Q4,750000,1,362400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,312 N NASSAU AVE,12/31/12,2012,2012-Q4,1,0,1253800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,303 N QUINCY AVE,12/31/12,2012,2012-Q4,524000,1,526400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,400 N FREDERICKSBURG AVE,11/9/12,2012,2012-Q4,263000,1,236700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,400 N CLERMONT AVE,10/15/12,2012,2012-Q4,1,0,442000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,420 N DELAVAN AVE,12/6/12,2012,2012-Q4,1,0,346800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,411 N HUNTINGTON AVE,10/12/12,2012,2012-Q4,1,0,365500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,12 E GILMAR CIRCLE,12/17/12,2012,2012-Q4,390000,1,353300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,437 N RUMSON AVE,10/17/12,2012,2012-Q4,1350000,1,976500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,346 N RUMSON AVE,12/20/12,2012,2012-Q4,1,0,1801500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8513 WELLINGTON AVE,12/20/12,2012,2012-Q4,995000,1,1230600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,8 ESSEX CT,10/10/12,2012,2012-Q4,1,0,443700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,10 EXETER CT,11/20/12,2012,2012-Q4,1,0,470000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7609 BAYSHORE DR,10/17/12,2012,2012-Q4,100,0,2750500,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7503 BAYSHORE DR,12/14/12,2012,2012-Q4,1,0,1750000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7403 BAYSHORE DR,10/11/12,2012,2012-Q4,1,0,1219600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7606 BAYSHORE DR,11/28/12,2012,2012-Q4,3,0,608500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Margate City,7900 BAYSHORE DR,10/19/12,2012,2012-Q4,850000,1,1035000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,4800 BOARDWALK,11/29/12,2012,2012-Q4,270000,1,336800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,4800 BOARDWALK,10/11/12,2012,2012-Q4,1,0,334600,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,106 S BATON ROUGE AVE,10/17/12,2012,2012-Q4,1,0,508100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5000 BOARDWALK,12/10/12,2012,2012-Q4,650000,1,677500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5000 BOARDWALK,12/31/12,2012,2012-Q4,462500,1,485300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5000 BOARDWALK,12/10/12,2012,2012-Q4,1,0,20000,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5200 BOARDWALK,11/27/12,2012,2012-Q4,1,0,304100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5200 BOARDWALK,10/1/12,2012,2012-Q4,381000,1,437900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5300 BOARDWALK,11/30/12,2012,2012-Q4,125000,1,132800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,105 S SUFFOLK AVE,12/26/12,2012,2012-Q4,1,0,850000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,103 S SUFFOLK AVE,12/13/12,2012,2012-Q4,1,0,1018300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,105 S OXFORD AVE,12/9/12,2012,2012-Q4,1,0,960400,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,111 S DUDLEY AVE,11/28/12,2012,2012-Q4,180000,1,160300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,111 S DUDLEY AVE,10/11/12,2012,2012-Q4,195000,1,161500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,111 S DUDLEY AVE,11/29/12,2012,2012-Q4,240000,1,314300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,101 S DUDLEY AVE,12/28/12,2012,2012-Q4,1,0,1300000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,111 S DERBY AVE,10/15/12,2012,2012-Q4,10,0,1894800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6100 BOARDWALK,11/9/12,2012,2012-Q4,156000,1,215000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,114 S PRINCETON AVE,11/30/12,2012,2012-Q4,3973000,0,6250000,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,113 S STRATFORD AVE,12/21/12,2012,2012-Q4,2133000,0,2100000,0,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,112 S AVOLYN AVE,12/12/12,2012,2012-Q4,1900000,1,1580100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,105 S WASHINGTON AVE,10/19/12,2012,2012-Q4,1725000,1,1200000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,111 S MARTINDALE,12/3/12,2012,2012-Q4,1,0,1593800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,104 S MARTINDALE AVE,12/21/12,2012,2012-Q4,10,0,875000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,4812 VENTNOR AVE,10/19/12,2012,2012-Q4,167500,1,349000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,10 S DERBY AVE,10/22/12,2012,2012-Q4,1,0,750000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,4 S CORNWALL AVE,11/2/12,2012,2012-Q4,1,0,800000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,20 S NEWPORT AVE,11/29/12,2012,2012-Q4,210000,1,435000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5 S ROSBOROUGH AVE,11/14/12,2012,2012-Q4,1,0,542100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,28 N MARION AVE,11/20/12,2012,2012-Q4,112500,1,246500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5707 WINCHESTER AVE,10/14/12,2012,2012-Q4,715000,1,638300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,"5 N NEW HAVEN AVE, C1A",10/5/12,2012,2012-Q4,270000,1,236100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,17 N NEW HAVEN,10/26/12,2012,2012-Q4,1,0,252800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6903 VENTNOR AVE,10/26/12,2012,2012-Q4,226000,1,280100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,16 N MELBOURNE AVE,10/27/12,2012,2012-Q4,510000,1,402300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,20 N MARTINDALE AVE,11/9/12,2012,2012-Q4,400000,1,306100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6 N MARTINDALE AVE,10/2/12,2012,2012-Q4,1,0,323100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,229 N SURREY AVE,12/3/12,2012,2012-Q4,450000,1,524900,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,133 N DUDLEY AVE,10/11/12,2012,2012-Q4,125000,1,250300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,139 N DERBY AVE,11/3/12,2012,2012-Q4,1,0,128000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,236 N DERBY AVE,10/26/12,2012,2012-Q4,142500,1,190000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6101 MONMOUTH AVE,12/29/12,2012,2012-Q4,1,0,225800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6101 MONMOUTH AVE,12/3/12,2012,2012-Q4,1,0,255700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6101 MONMOUTH AVE,10/19/12,2012,2012-Q4,90000,0,114100,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,207 N PRINCETON AVE,10/18/12,2012,2012-Q4,340000,1,323300,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,6901 WINCHESTER AVE,11/14/12,2012,2012-Q4,1,0,365000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,205 N SOMERSET AVE,10/10/12,2012,2012-Q4,87500,0,175000,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,222 N SOMERSET AVE,12/28/12,2012,2012-Q4,115000,1,257200,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,328 N SOMERSET AVE,12/21/12,2012,2012-Q4,210000,1,224700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,5800 BALFOUR AVE,12/3/12,2012,2012-Q4,280000,1,390500,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,506 N HARVARD AVE,12/24/12,2012,2012-Q4,1,0,1107700,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,228 N WISSAHICKON AVE,11/8/12,2012,2012-Q4,238000,1,284800,1,1,0.73,1,0.73,1,0.73
ATLANTIC,Ventnor City,304 N LAFAYETTE AVE,11/14/12,2012,2012-Q4,330000,1,350000,1,1,0.73,1,0.73,1,0.73
